"","locationName","lat","long"
"1178","Newberry, SC",34.2745833,-81.6187178
"1179","Massachusetts",42.4072107,-71.3824374
"1180","Dallas, TX",32.7766642,-96.7969879
"1181","Grand Prairie, TX",32.7459645,-96.9977846
"1182","Salem,MA",42.51954,-70.8967155
"1183","Fresno, CA",36.7468422,-119.7725868
"1184","La La Land...",34.0522342,-118.2436849
"1185","europa",40.7567217,-73.9867329
"1186","Dallas, TX",32.7766642,-96.7969879
"1187","Atlanta, GA",33.7489954,-84.3879824
"1188","CT",41.6032207,-73.087749
"1189","Denver, CO",39.7392358,-104.990251
"1190","The Big Apple",40.7127837,-74.0059413
"1191","Panamá",8.537981,-80.782127
"1192","michigan - america's highfive.",44.7559611,-85.6429388
"1193","Tucson, AZ ",32.2217429,-110.926479
"1194","United States",37.09024,-95.712891
"1195","New York, NY",40.7127837,-74.0059413
"1196","Jakarta Timur, DKI Jakarta",-6.2250138,106.9004472
"1197","Oxford, MS",34.3664951,-89.5192484
"1198","United States",37.09024,-95.712891
"1199","Arlington, TX",32.735687,-97.1080656
"1200","Cleveland, OH",41.49932,-81.6943605
"1201","New York, NY",40.7127837,-74.0059413
"1202","West Brow, GA ",34.9228546,-85.415238
"1203","Indiana",40.2671941,-86.1349019
"1204","Manassas, VA",38.7509488,-77.4752667
"1205","Bethlehem, PA",40.6259316,-75.3704579
"1206","East Lansing, MI",42.7369792,-84.4838654
"1207","England, UK",52.3555177,-1.1743197
"1208","+55021",44.3139974,-93.2986106
"1209","Al Jahra, Kuwait",29.3365728,47.6755291
"1210","u n c g.",36.0674908,-79.8098429
"1211","Querétaro",20.5887932,-100.3898881
"1212","Pennsylvania, USA",41.2033216,-77.1945247
"1213","Middle USA",33.057837,-91.5705695
"1214","viburnum,mo",37.7153239,-91.1351341
"1215","Miami Beach, FL",25.790654,-80.1300455
"1216","Bakersfield, California, USA",35.3732921,-119.0187125
"1217","San Francisco",37.7749295,-122.4194155
"1218","Coatesville",39.9831616,-75.8238355
"1219","New York, USA",40.7127837,-74.0059413
"1220","Twin Cities, MN",44.9374831,-93.2009998
"1221","Greater Detroit Area, MI",42.3329495,-83.0423977
"1222","Houston, TX",29.7604267,-95.3698028
"1223","texas",31.9685988,-99.9018131
"1224","Kenai, AK",60.5544444,-151.2583333
"1225","Portland, OR",45.5230622,-122.6764816
"1226","Park Ridge, NJ",41.0375968,-74.0406956
"1227","Texas",31.9685988,-99.9018131
"1228","Downtown, SC",33.836081,-81.1637245
"1229","Leicester, MA",42.245926,-71.9086843
"1230","The Jungle,LA ",33.956131,-118.4488017
"1231","Incognito",49.2849885,-123.1107973
"1232","H-town",33.0205401,-96.7028312
"1233","Honduras",15.199999,-86.241905
"1234","Massachusetts, USA",42.4072107,-71.3824374
"1235","Atlanta, GA USA",33.7489954,-84.3879824
"1236","Fortress of Solitude…",40.745724,-74.172162
"1237","Troupe 1576",29.5968577,-81.5995922
"1238","Tangerang",-6.2023936,106.6527099
"1239","Denver, CO",39.7392358,-104.990251
"1240","Oklahoma City, OK",35.4675602,-97.5164276
"1241","Delray Beach, FL in Spirit",26.552228,-80.055164
"1242","Indiana, USA",40.2671941,-86.1349019
"1243","Warren, MI",42.5144566,-83.0146526
"1244","Rio de Janeiro, Brasil",-22.9068467,-43.1728965
"1245","Virginia Beach, VA",36.8529263,-75.977985
"1246","Black Lives Matter",44.9522896,-93.2991931
"1247","Fairview Park, OH",41.4414366,-81.8643039
"1248","Georgia, USA",32.1656221,-82.9000751
"1249","West Deptford , NJ",39.8318378,-75.1895576
"1250","Jersey Girl",40.2305911,-74.6777458
"1251","Maceió, Brasil",-9.6498487,-35.7089492
"1252","Texas,Kerr co",30.0945305,-99.456155
"1253","Edmonton, Alberta",53.544389,-113.4909267
"1254","Bayonne, NJ",40.6687141,-74.1143091
"1255","UGA.",33.9480053,-83.3773221
"1256","Traverse City, MI",44.7630567,-85.6206317
"1257","Atlanta, GA",33.7489954,-84.3879824
"1258","Oakland, CA",37.8043637,-122.2711137
"1259","Detroit, MI",42.331427,-83.0457538
"1260","New York, NY",40.7127837,-74.0059413
"1261","Los Angeles, CA",34.0522342,-118.2436849
"1262","Cleveland, OH",41.49932,-81.6943605
"1263","New York, NY",40.7127837,-74.0059413
"1264","Phoenix, AZ",33.4483771,-112.0740373
"1265","Boston , MA",42.3600825,-71.0588801
"1266","Milwaukee, WI",43.0389025,-87.9064736
"1267","St. Louis, MO",38.6270025,-90.1994042
"1268","Arlington, TX",32.735687,-97.1080656
"1269","Toronto, ON",43.653226,-79.3831843
"1270","Minneapolis, MN",44.977753,-93.2650108
"1271","Tampa, FL",27.950575,-82.4571776
"1272","San Marcos, TX",29.8832749,-97.9413941
"1273","941",37.8856637,-86.1979379
"1274","El Paso, Texas",31.7618778,-106.4850217
"1275","phog",42.3170148,-83.0405258
"1276","North Dakota",47.5514926,-101.0020119
"1277","New York,and San Antonio USA",40.6413111,-73.7781391
"1278","Kumanovo, Macedonia",42.1322895,21.7256936
"1279","HONOLULU, HI",21.3069444,-157.8583333
"1280","Oakton, VA",38.8809451,-77.3008172
"1281","Toronto, Ontario",43.653226,-79.3831843
"1282","Tennessee",35.5174913,-86.5804473
"1283","port orange",29.1383165,-80.9956105
"1284","Wichita & Cleveland",37.6871761,-97.330053
"1285","sp",-23.5431786,-46.6291845
"1286","United States",37.09024,-95.712891
"1287","Brighton",50.82253,-0.137163
"1288","Atlanta ",33.7489954,-84.3879824
"1289","global",34.1140497,-83.9811014
"1290","Haltom City, TX",32.7995738,-97.2691817
"1291","HAUS OF GAGA",19.4121597,-99.1712821
"1292","México ",23.634501,-102.552784
"1293","North Carolina",35.7595731,-79.0192997
"1294","New Oleans,LA",29.9510658,-90.0715323
"1295","New York, NY",40.7127837,-74.0059413
"1296","Odessa,TX",31.8456816,-102.3676431
"1297","Chandigarh, India",30.7333148,76.7794179
"1298","ATL",33.7489954,-84.3879824
"1299","Shabbona, IL",41.7680851,-88.8770311
"1300","Richmond, VA",37.5407246,-77.4360481
"1301","New York, NY",40.7127837,-74.0059413
"1302","São Paulo, Brasil",-23.5505199,-46.6333094
"1303","Indianapolis, IN",39.768403,-86.158068
"1304","Rockville, MD",39.0839973,-77.1527578
"1305","Mississippi, USA",32.3546679,-89.3985283
"1306","Watford",51.656489,-0.39032
"1307","Ohio, USA",40.4172871,-82.907123
"1308","Chicago, IL",41.8781136,-87.6297982
"1309"," Wyandotte Michigan ",42.2142064,-83.1499239
"1310","NYC",40.7127837,-74.0059413
"1311","Carle Place, NY",40.7526008,-73.6104058
"1312","to",-21.178986,-175.198242
"1313","Oak Lawn",41.719978,-87.7479528
"1314","United States",37.09024,-95.712891
"1315","San Francisco, CA",37.7749295,-122.4194155
"1316","VENUS",32.4334742,-97.1025077
"1317","md.",39.0457549,-76.6412712
"1318","Florida, USA",27.6648274,-81.5157535
"1319","Republic of Kekistan",30.375321,69.345116
"1320","Tennessee, USA",35.5174913,-86.5804473
"1321","Chicago, IL",41.8781136,-87.6297982
"1322","Atlanta, GA",33.7489954,-84.3879824
"1323","Minneapolis, MN",44.977753,-93.2650108
"1324","Denver, CO",39.7392358,-104.990251
"1325","San Francisco, CA",37.7749295,-122.4194155
"1326","New York, NY",40.7127837,-74.0059413
"1327","Dallas, TX",32.7766642,-96.7969879
"1328","Indianapolis, IN",39.768403,-86.158068
"1329","Chicago, IL",41.8781136,-87.6297982
"1330","Green Bay, WI",44.519159,-88.019826
"1331","Kansas City, MO",39.0997265,-94.5785667
"1332","Nashville, TN",36.1626638,-86.7816016
"1333","Philadelphia, PA",39.9525839,-75.1652215
"1334","Tampa, FL",27.950575,-82.4571776
"1335","Baltimore, MD",39.2903848,-76.6121893
"1336","Detroit, MI",42.331427,-83.0457538
"1337","Philadelphia, PA",39.9525839,-75.1652215
"1338","New York, NY",40.7127837,-74.0059413
"1339","Seattle, WA",47.6062095,-122.3320708
"1340","St. Louis, MO",38.6270025,-90.1994042
"1341","Charlotte, NC",35.2270869,-80.8431267
"1342","New York, NY",40.7127837,-74.0059413
"1343","Jacksonville, FL",30.3321838,-81.655651
"1344","Phoenix, AZ",33.4483771,-112.0740373
"1345","Seattle, WA",47.6062095,-122.3320708
"1346","New Orleans, LA",29.9510658,-90.0715323
"1347","Cincinnati Bengals",39.1050352,-84.5484209
"1348","Pittsburgh, PA",40.4406248,-79.9958864
"1349","Washington, D.C.",38.9071923,-77.0368707
"1350","Houston, TX",29.7604267,-95.3698028
"1351","Mantova, Italy",45.1564168,10.7913751
"1352","Cleveland, OH",41.49932,-81.6943605
"1353","San Diego, CA",32.715738,-117.1610838
"1354","rabbit hole",38.8354621,-104.8229839
"1355","Anaheim, CA",33.8352932,-117.9145036
"1356","Miami, FL",25.7616798,-80.1917902
"1357","Baltimore, MD",39.2903848,-76.6121893
"1358","Anaheim, CA",33.8352932,-117.9145036
"1359","Denver, CO",39.7392358,-104.990251
"1360","Washington, D.C.",38.9071923,-77.0368707
"1361","Lima, OH",40.742551,-84.1052256
"1362","MEXICO",23.634501,-102.552784
"1363","Bogotá - Colombia ",4.7109886,-74.072092
"1364","DAL<U+2708><U+FE0F>NYC",32.8481029,-96.8512063
"1365","USA",37.09024,-95.712891
"1366","DMV",43.0405846,-87.9196785
"1367","Los Angeles, CA",34.0522342,-118.2436849
"1368","Fresno ",36.7468422,-119.7725868
"1369","West Coast",62.4113634,-149.0729715
"1370","Corvallis, OR",44.5645659,-123.2620435
"1371","Columbia, SC",34.0007104,-81.0348144
"1372","Alabama",32.3182314,-86.902298
"1373","Salt Lake City, UT",40.7607793,-111.8910474
"1374","East Lansing, MI",42.7369792,-84.4838654
"1375","University Park, PA",40.8147955,-77.8653126
"1376","Seattle, WA",47.6062095,-122.3320708
"1377","Atlanta, GA",33.7489954,-84.3879824
"1378","Clemson, SC",34.6834382,-82.8373654
"1379","Ann Arbor, MI",42.2808256,-83.7430378
"1380","Notre Dame, IN",41.7055716,-86.2353388
"1381","Los Angeles, CA",34.0522342,-118.2436849
"1382","Chapel Hill, NC",35.9131996,-79.0558445
"1383","Lawrence, KS",38.9716689,-95.2352501
"1384","Columbia, MO",38.9517053,-92.3340724
"1385","Gainesville, FL",29.6516344,-82.3248262
"1386","Eugene, OR",44.0520691,-123.0867536
"1387","Stillwater, OK",36.1156071,-97.0583681
"1388","Berkeley, CA",37.8715926,-122.272747
"1389","Knoxville, TN",35.9606384,-83.9207392
"1390","Columbus, OH",39.9611755,-82.9987942
"1391","North Brunswick, NJ",40.4525163,-74.4766712
"1392","Austin, TX",30.267153,-97.7430608
"1393","Blacksburg, VA",37.2295733,-80.4139393
"1394","Norman, OK",35.2225668,-97.4394777
"1395","Iowa City, IA",41.6611277,-91.5301683
"1396","Lexington, KY",38.0405837,-84.5037164
"1397","Lubbock, TX",33.5778631,-101.8551665
"1398","Auburn, AL",32.6098566,-85.4807825
"1399","Los Angeles, CA",34.0522342,-118.2436849
"1400","St. George, Utah",37.0965278,-113.5684164
"1401","Oxford, MS",34.3664951,-89.5192484
"1402","Pretoria",-25.7478676,28.2292712
"1403","Morgantown, WV",39.629526,-79.9558968
"1404","Boise, ID",43.6187102,-116.2146068
"1405","Madison, WI",43.0730517,-89.4012302
"1406","Tuscon, AZ",32.2217429,-110.926479
"1407","Baton Rouge, LA",30.4582829,-91.1403196
"1408","Atlanta, GA",33.7489954,-84.3879824
"1409","Lincoln, NE",40.8257625,-96.6851982
"1410","Minnesota, USA",46.729553,-94.6858998
"1411","Miami, FL",25.7616798,-80.1917902
"1412","Cincinnati, Ohio",39.1031182,-84.5120196
"1413","Wonderland | FaMAF",43.8430176,-79.5394625
"1414","Baltimore MD / traveling",39.2781619,-76.5487989
"1415","VENUS ",32.4334742,-97.1025077
"1416","Southern California",34.9592083,-116.419389
"1417","Long Island",40.789142,-73.134961
"1418","Hudson Valley, NY",41.9209018,-73.9612887
"1419","Prosper, TX",33.2362278,-96.80111
"1420","Montgomery, AL",32.3668052,-86.2999689
"1421","Worldwide ",43.8169837,-79.532157
"1422","Clermont, FL",28.5494447,-81.7728543
"1423","LOUISIANA",30.9842977,-91.9623327
"1424","Andradas - MG",-22.0699763,-46.5728156
"1425","New Orleans, LA",29.9510658,-90.0715323
"1426","Portsmouth, RI",41.6023245,-71.2503257
"1427","Atlanta, GA",33.7489954,-84.3879824
"1428","Boston, MA",42.3600825,-71.0588801
"1429","Pennsylvania, USA",41.2033216,-77.1945247
"1430","Here, there, everywhere",40.774716,-74.694929
"1431","Boston, MA",42.3600825,-71.0588801
"1432","Orange County, California",33.7174708,-117.8311428
"1433","Anaheim, CA",33.8352932,-117.9145036
"1434","Long Island, NY",40.789142,-73.134961
"1435","Canberra, Australia",-35.2809368,149.1300092
"1436","Washington, DC",38.9071923,-77.0368707
"1437","Los Angeles, CA",34.0522342,-118.2436849
"1438","Vancouver, CAN",49.2827291,-123.1207375
"1439","St. Louis, MO",38.6270025,-90.1994042
"1440","Toronto, ON",43.653226,-79.3831843
"1441","St. Albert",53.6304753,-113.625642
"1442","Buffalo, NY",42.8864468,-78.8783689
"1443","Nashville, TN",36.1626638,-86.7816016
"1444","Boston, MA",42.3600825,-71.0588801
"1445","Minneapolis, MN",44.977753,-93.2650108
"1446","Charlotte, NC",35.2270869,-80.8431267
"1447","Ottawa",45.4215296,-75.6971931
"1448","Tampa, FL",27.950575,-82.4571776
"1449","San Jose, CA",37.3382082,-121.8863286
"1450","Dallas, TX",32.7766642,-96.7969879
"1451","Seattle, WA",47.6062095,-122.3320708
"1452","Anchorage, AK",61.2180556,-149.9002778
"1453","New Jersey",40.0583238,-74.4056612
"1454","Sunrise, FL",26.1669711,-80.256595
"1455","Chicago, IL",41.8781136,-87.6297982
"1456","Denver, CO",39.7392358,-104.990251
"1457","Johannesburg, South Africa",-26.2041028,28.0473051
"1458","La Guajira - Colombia",11.3547743,-72.5204827
"1459","House of Balloons",38.025004,-121.354793
"1460","Atlanta, GA",33.7489954,-84.3879824
"1461","TV Land",41.732399,-80.5747389
"1462","Valley Stream, NY",40.6642699,-73.7084645
"1463","Dallas, Tx",32.7766642,-96.7969879
"1464","Gilbert, AZ (Phoenix area)",33.38266,-111.722725
"1465","Tijuca, Rio de Janeiro",-22.9325728,-43.2410248
"1466","Stillwater, OK",36.1156071,-97.0583681
"1467","Haus of Gaga",19.4121597,-99.1712821
"1468","North Carolina, USA",35.7595731,-79.0192997
"1469","Worldwide ",43.8169837,-79.532157
"1470","Oxford",51.7520209,-1.2577263
"1471","Detroit, MI | Atlanta, GA",33.672252,-84.339681
"1472","London, England",51.5073509,-0.1277583
"1473","Tennis!",40.7195973,-73.8472947
"1474","Rio de Janeiro, Brasil",-22.9068467,-43.1728965
"1475","Hamilton, Ontario",43.2557206,-79.8711024
"1476","Manhattan, NY",40.7830603,-73.9712488
"1477","Charlotte ",35.2270869,-80.8431267
"1478","Burnaby, BC",49.2488091,-122.9805104
"1479","Malaysia",4.210484,101.975766
"1480","Washington, DC",38.9071923,-77.0368707
"1481","Winnipeg",49.895136,-97.1383744
"1482","san diego <U+2708><U+FE0F>texas",32.7338006,-117.1933038
"1483","Seoul, Republic of Korea",37.566535,126.9779692
"1484","COLORADO",39.5500507,-105.7820674
"1485","ip.tx",33.9514847,-98.6686709
"1486","<U+6771><U+4EAC> <U+4E2D><U+592E><U+533A>",35.6706505,139.7718614
"1487","NJ",40.0583238,-74.4056612
"1488","Valparaiso, IN",41.4730948,-87.0611412
"1489","Astroworld",29.6757457,-95.406063
"1490","Los Angeles",34.0522342,-118.2436849
"1491","Atlanta, Georgia",33.7489954,-84.3879824
"1492","O'Brien's Pub",32.8251663,-117.1559486
"1493","Somewhere in Ohio ",40.6603544,-82.5521946
"1494","Colorado, USA",39.5500507,-105.7820674
"1495","IN Da Hood",40.9282832,-98.3590535
"1496","Sugar Land, TX",29.6196787,-95.6349463
"1497","Barcelona",41.3850639,2.1734035
"1498","Minnesota",46.729553,-94.6858998
"1499","Americana, São Paulo",-22.7378203,-47.3337008
"1500","NYC",40.7127837,-74.0059413
"1501","Houston, Texas",29.7604267,-95.3698028
"1502","Texas",31.9685988,-99.9018131
"1503","Massachusetts, USA",42.4072107,-71.3824374
"1504","Waterloo, Ontario",43.4642578,-80.5204096
"1505","North Carolina, USA",35.7595731,-79.0192997
"1506","Champions Gate, FL",28.2616788,-81.6184078
"1507","Guatemala, Centroamérica.",14.6349149,-90.5068824
"1508","UNITED STATES OF AMERICA",37.09024,-95.712891
"1509","México",23.634501,-102.552784
"1510","Here there and everywhere!",40.774716,-74.694929
"1511","New Jersey",40.0583238,-74.4056612
"1512","Murfreesboro, TN",35.8456213,-86.39027
"1513","Australia",-25.274398,133.775136
"1514","Denver, Colo.",39.7392358,-104.990251
"1515","Charlotte, NC",35.2270869,-80.8431267
"1516","Los Angeles, CA",34.0522342,-118.2436849
"1517","Edmonton, AB ",53.544389,-113.4909267
"1518","NYC",40.7127837,-74.0059413
"1519","MA & NH",42.4072107,-71.3824374
"1520","Fairhaven, MA",41.6376043,-70.9036487
"1521","Houston, TX",29.7604267,-95.3698028
"1522","killafornia",37.3070121,-121.8739799
"1523","Lima - Perú",-12.2720956,-76.2710833
"1524","Montería, Córdoba. Colombia.",8.750983,-75.8785348
"1525","Fort Wayne, IN",41.079273,-85.1393513
"1526","Global",34.1140497,-83.9811014
"1527","My Land",21.2786952,-157.8281603
"1528","houston",29.7604267,-95.3698028
"1529","Columbus, OH",39.9611755,-82.9987942
"1530","California, USA",36.778261,-119.4179324
"1531","Alabama Roll Tide",33.6366316,-85.9134107
"1532","Michigan",44.3148443,-85.6023643
"1533","India",20.593684,78.96288
"1534","uk",55.378051,-3.435973
"1535","Baltimore, MD",39.2903848,-76.6121893
"1536","Maule, Chile",-35.5183364,-71.6884912
"1537","Houston, Texas",29.7604267,-95.3698028
"1538","Enochville, NC",35.5298608,-80.6681241
"1539","Doylestown, PA",40.3101063,-75.1298939
"1540","Florida, USA",27.6648274,-81.5157535
"1541","Boston ",42.3600825,-71.0588801
"1542","CA",36.778261,-119.4179324
"1543","hartford, ct",41.7637111,-72.6850932
"1544","New York, New York",40.7127837,-74.0059413
"1545","Chicago, IL",41.8781136,-87.6297982
"1546","Iguape, São Paulo",-24.7097632,-47.5562213
"1547","Illinois, USA",40.6331249,-89.3985283
"1548","San Antonio, Texas",29.4241219,-98.4936282
"1549","Bronx, NY",40.8447819,-73.8648268
"1550","Maine, USA",45.253783,-69.4454689
"1551","New York City",40.7127837,-74.0059413
"1552","Naperville, IL",41.7508391,-88.1535352
"1553","Borvallis",44.5645659,-123.2620435
"1554","Brasil",-14.235004,-51.92528
"1555","From Saint Paul, Minnesota",44.9537029,-93.0899578
"1556","Maine",45.253783,-69.4454689
"1557","New Orleans ",29.9510658,-90.0715323
"1558","Belém, Brasil",-1.4557794,-48.4901968
"1559","Atlanta, GA",33.7489954,-84.3879824
"1560","Georgia, USA",32.1656221,-82.9000751
"1561","Akron, Ohio",41.0814447,-81.5190053
"1562","Melbourne, Australia",-37.813611,144.963056
"1563","Bordeaux",44.837789,-0.57918
"1564","ecuador",-1.831239,-78.183406
"1565","New England ",43.9653889,-70.8226541
"1566","SJDM, Bulacan",14.8205675,121.1022942
"1567","Westfield, MA",42.1250929,-72.749538
"1568","Tierra del Fuego Antártida e I",-54.8075103,-68.3256555
"1569","St Louis, MO",38.6270025,-90.1994042
"1570","LA",34.0522342,-118.2436849
"1571","Anápolis/GO",-16.328546,-48.953403
"1572","Srebrenica - Bósnia",44.1039762,19.2997218
"1573","North Carolina",35.7595731,-79.0192997
"1574","439 East District",38.8961195,-76.9996904
"1575","Texas, USA",31.9685988,-99.9018131
"1576","Milwaukee, WI",43.0389025,-87.9064736
"1577","DC by way of New England",38.8918119,-77.0007455
"1578","Jimboomba, Queensland, Australia ",-27.8298741,153.0174088
"1579","Florida, USA",27.6648274,-81.5157535
"1580","Greater Toronto Area",44.0383744,-79.1999949
"1581","USA",37.09024,-95.712891
"1582","Spring, Texas",30.0799405,-95.4171601
"1583","South Carolina, USA",33.836081,-81.1637245
"1584","DKI Jakarta, Indonesia",-6.1744651,106.822745
"1585","San Francisco · Seattle",47.6053664,-122.3357972
"1586","tri state",39.9062006,-104.9990846
"1587","kitchener, ontario, canada",43.450301,-80.4831917
"1588","Indonesia",-0.789275,113.921327
"1589","Cincinnati, OH",39.1031182,-84.5120196
"1590","Cincinnati, Ohio",39.1031182,-84.5120196
"1591","Wilkes-Barre, PA",41.2459149,-75.8813075
"1592","Henderson State Quarterback",34.12793,-93.0590436
"1593","Bay Ridge, Brooklyn",40.6261638,-74.0329499
"1594","tree hill",34.2257255,-77.9447102
"1595","flexa$",48.8484875,2.3258869
"1596","Tuvalu",-7.4784205,178.679924
"1597","São Paulo, Brasil",-23.5505199,-46.6333094
"1598","Boston, MA",42.3600825,-71.0588801
"1599","Taichung City, Taiwan",24.1477358,120.6736482
"1600","Montana, USA",46.8796822,-110.3625658
"1601","Conway, Ar",35.0886963,-92.4421011
"1602","New York",40.7127837,-74.0059413
"1603","Dayton OH",39.7589478,-84.1916069
"1604","back in the ZA.    ",-34.067862,18.564532
"1605","ayy",31.1320639,35.6427431
"1606","Grosse Pointe Shores, MI",42.4367034,-82.8768586
"1607","Brazil",-14.235004,-51.92528
"1608","Los Angeles, CA",34.0522342,-118.2436849
"1609","Brasil",-14.235004,-51.92528
"1610","Behind You",51.01927,13.64157
"1611","cali",3.4516467,-76.5319854
"1612","Chicago, IL",41.8781136,-87.6297982
"1613","Charlotte ",35.2270869,-80.8431267
"1614","Atlanta, GA",33.7489954,-84.3879824
"1615","Hogwarts",41.6002842,-73.9202391
"1616","Powder Springs, GA",33.8595491,-84.683824
"1617","Illinois, USA",40.6331249,-89.3985283
"1618","Milky Way, Mars",35.3145605,-87.0407081
"1619"," Michael J. Fox ",40.7527648,-73.989662
"1620","Stars Hollow",29.9753592,-95.4101696
"1621","Uniontown, PA",39.900076,-79.7164326
"1622","RJ | 18",39.830604,-102.651286
"1623","Montreal",45.5016889,-73.567256
"1624","HAUS OF GAGA",19.4121597,-99.1712821
"1625","South Houston, TX",29.663008,-95.2354902
"1626","Higginsville, Mo",39.0725121,-93.7171621
"1627","Manaus, Brasil",-3.1190275,-60.0217314
"1628","Bahia, Brasil",-12.579738,-41.7007272
"1629","New York, NY",40.7127837,-74.0059413
"1630","Buffalo",42.8864468,-78.8783689
"1631","Toronto",43.653226,-79.3831843
"1632","Venezuela",6.42375,-66.58973
"1633","Pennsylvania, USA",41.2033216,-77.1945247
"1634","Spring Creek, NV",40.7265927,-115.5858953
"1635","NYC",40.7127837,-74.0059413
"1636","Brasil",-14.235004,-51.92528
"1637","Central NJ",39.9522918,-74.2034468
"1638","City of Angels ",34.0522342,-118.2436849
"1639","Ferraz de Vasconcelos - SP",-23.5289582,-46.3635823
"1640","Saint-Pierre, La Réunion",-21.3222914,55.5025595
"1641","Texas, USA",31.9685988,-99.9018131
"1642","scituate ",42.195929,-70.7258633
"1643","Katy, TX",29.7857853,-95.8243956
"1644","<U+65E5><U+672C>",36.204824,138.252924
"1645","Columbus, OH",39.9611755,-82.9987942
"1646","Kathmandu,Nepal",27.7172453,85.3239605
"1647","418 S Warren ",43.6936494,-85.4806616
"1648","Boston, MA",42.3600825,-71.0588801
"1649","Virginia",37.4315734,-78.6568942
"1650","Peru",-9.189967,-75.015152
"1651","Canby, OR",45.2622655,-122.6921006
"1652","Rio de Janeiro, Brasil",-22.9068467,-43.1728965
"1653","Panorama City, CA",34.227617,-118.442425
"1654","Ypsilanti, Mi",42.2411499,-83.6129939
"1655","Minneapolis, MN",44.977753,-93.2650108
"1656","Boston, Ma",42.3600825,-71.0588801
"1657","Where Starrs Heart Is ",36.3216172,-95.6053679
"1658","Cypress, TX",29.9716905,-95.6937856
"1659","Carolina, Puerto Rico",18.3803255,-65.9626213
"1660","Chicago",41.8781136,-87.6297982
"1661","Tamaulipas, México",24.26694,-98.8362755
"1662","Boston's North Shore",42.427081,-70.9837369
"1663","atlanta",33.7489954,-84.3879824
"1664","Freehold, NJ",40.2136754,-74.3000878
"1665","Oxford, MS",34.3664951,-89.5192484
"1666","Minneapolis, MN",44.977753,-93.2650108
"1667","Phoenix, AZ/ Tempe, AZ",33.406366,-111.962409
"1668","beverly kills",48.1312148,11.5683944
"1669","Kansas City, Missouri",39.0997265,-94.5785667
"1670","Texas, USA",31.9685988,-99.9018131
"1671","Clearwater,Port Richey,Tampa",28.2721895,-82.7256975
"1672","Cape Cod",41.6687897,-70.2962408
"1673","Las Vegas, NV",36.1699412,-115.1398296
"1674","Mississauga, Ontario",43.5890452,-79.6441198
"1675","British Virgin Islands",18.420695,-64.639968
"1676","Corpo em sc, mente em sp",-23.4644412,-46.5999229
"1677","ATL",33.7489954,-84.3879824
"1678","London, England",51.5073509,-0.1277583
"1679","Agrabah",28.4187123,-81.5834428
"1680","London",51.5073509,-0.1277583
"1681","Georgia, USA",32.1656221,-82.9000751
"1682","Boston, MA",42.3600825,-71.0588801
"1683","Boston",42.3600825,-71.0588801
"1684","Global",34.1140497,-83.9811014
"1685","Miami,FL",25.7616798,-80.1917902
"1686","Belo Horizonte, Brasil",-19.9166813,-43.9344931
"1687","Barranquilla, Colombia",11.0041072,-74.8069813
"1688","TOKYO",35.6894875,139.6917064
"1689","Leicester, England",52.6368778,-1.1397592
"1690","Minnesota, USA",46.729553,-94.6858998
"1691","South Florida",27.6648274,-81.5157535
"1692","Tucumán, Argentina",-26.8082848,-65.2175903
"1693","Maryland, USA",39.0457549,-76.6412712
"1694","Boston, MA",42.3600825,-71.0588801
"1695","St. Paul, Minn.",44.9537029,-93.0899578
"1696","Canada",56.130366,-106.346771
"1697","Estado De México",19.4968732,-99.7232673
"1698","Minneapolis",44.977753,-93.2650108
"1699","Miami, FL",25.7616798,-80.1917902
"1700","Queens, NY",40.7282239,-73.7948516
"1701","Austin, Texas",30.267153,-97.7430608
"1702","St. Paul, MN",44.9537029,-93.0899578
"1703","Curitiba, Brasil",-25.4289541,-49.267137
"1704","Minneapolis",44.977753,-93.2650108
"1705","CC1",42.4135212,-76.5009253
"1706","Columbus, OH
",39.9611755,-82.9987942
"1707","Everywhere",33.7589188,-84.3640829
"1708","Groves, TX",29.9482695,-93.9171155
"1709","Minnesota, USA",46.729553,-94.6858998
"1710","Los Angeles",34.0522342,-118.2436849
"1711","Florida",27.6648274,-81.5157535
"1712","Queretaro",20.5887932,-100.3898881
"1713","Maryland, USA",39.0457549,-76.6412712
"1714","Salt Lake City, UT",40.7607793,-111.8910474
"1715","Rome, GA",34.257038,-85.1646726
"1716","Wales, UK",52.1306607,-3.7837117
"1717","Twin Cities, MN",44.9374831,-93.2009998
"1718","michigan",44.3148443,-85.6023643
"1719","Rochester, NY",43.16103,-77.6109219
"1720","84",26.1401767,-80.422191
"1721","University of Minnesota ",44.97399,-93.2277285
"1722","New Jersey, USA ",40.0583238,-74.4056612
"1723","West Yorkshire (UK)",53.8108176,-1.76261
"1724","north myrtle beach ccu",33.7949658,-79.01173
"1725","Ciudad de México",19.4326077,-99.133208
"1726","Oakwood, GA",34.227602,-83.8843455
"1727","Boston, MA",42.3600825,-71.0588801
"1728","Chicagoland",41.7435073,-88.0118473
"1729","United States",37.09024,-95.712891
"1730","Mobile, AL",30.6953657,-88.0398912
"1731","Wakefield, MA",42.5039395,-71.0723391
"1732","riverside",33.9533487,-117.3961564
"1733","Foxborough, MA",42.0653812,-71.2478251
"1734","905",32.566074,-117.0096078
"1735","Indianapolis, IN",39.768403,-86.158068
"1736","Massachusetts, USA",42.4072107,-71.3824374
"1737","United States",37.09024,-95.712891
"1738","Twin Cities, Minnesota",44.9374831,-93.2009998
